index,genre,filename,year,old_index,source1,source2,Sentence1,Sentence2,Similarity
45,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Unvaxxed! Keep a diary of videos, photos etc of Pro vaxxers that hated on unvaxxed. You are in for the biggest lawsuit in history. Cristian Terhes MEP I need your help! Can you comment to this tweet with links to statements from or clips with public figures claiming that the COVID vaccines are stopping the transmission / spread of the virus? Their lies and disinformation must be exposed!",Sovereignty was one of the biggest Brexit lies. If this crisis shows us anything it's that we're at the mercy of World political and economic events that we have little or no control over and being outside of a large trading bloc more powerless than ever when it comes to our voice being heard.,0.065548182
46,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,This WEF human augmentation injection has killed n maimed a generation. For a flu that 99.8% survived via natural immune system. That includes those hospitalised & vulnerable. This was NEVER about a flu. Boris has already signed YOUR right for bodily autonomy to elected elitist WHO. Without your consent . Proper science n medical advice ignored. Structures in place to control . Facial recognition & conditions to travel. All sinister and satanic even.,"Brexit Britain now faces a Bond crisis, which will cause a currency crisis, which will cause a mortgage crisis, which will trigger a banking crisis and therefore turn the UK into the Sri Lanka of Europe. Not to worry. According to Private Wealth Investment Fund Operator Lord Snooty you never really had it. You didn't earn it. You didn't need it anyway, and you will be happy because thanks to Brexit you can have a free bellyful of delicious SOVERIGNTY for yourself, and for that Unicorn in your front garden. - just as previous generations were fed the lie that this world is not important - the next world is important, while the established churches accumulated obscene wealth. There will be absolute hell to pay for Brexit.",0.173634544
47,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Just confirmed with covid. Don't let the sniffles lot kid you on. Been in bed three days, with hot and cold temperature, massive cough, sneezing and painful eyes at times. I have had three jabs. I feel awful. I'm 58 with no underlying conditions. Even if you don't feel much please wear a mask in busy areas. You might save someone else's life. Its still an unpleasant virus for some.","Just confirmed with covid. Don't let the sniffles lot kid you on. Been in bed three days, with hot and cold temperature, massive cough, sneezing and painful eyes at times. I have had three jabs. I feel awful. I'm 58 with no underlying conditions. Even if you don't feel much please wear a mask in busy areas. You might save someone else's life. Its still an unpleasant virus for some.",0.956
48,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"If you have the jab, they will use it to instill fear in people again. They will report daily deaths and use it as an excuse to cancel everything, cancel Christmas, shut the pubs, ban gatherings. This social experiment has to end and we must never return to those dark days. The mental health crisis in this country is going to erupt any time soon and it was all brought on by the government's fearmongering.","There's long been an illusion among people in the West that we could live beyond our means indefinitely. We would consume what the East produced on low wages. Globalisation would keep inflation under control and central banks could keep interest rates low forever. When things turned bad (financial crisis 2008 or pandemic 2020), central banks who hypothesised that they had largely mastered the economic cycle could manipulate rates, print money and bail out the financial system. This also allowed governments to fund ballooning budget deficits by, in effect, selling debt to their own central banks. The net effect? No one would suffer. Bankers could keep getting their bonuses. The ""poor"" could spend all day on their couches watching daytime television while gorging on benefits. Single mothers could create a brood by different fathers that the state had a duty to support. We would cut emissions and save the planet no less. Our hubris knew no bounds. Guess what? It's time to pay our bills...",0.142384335
49,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Let's give these mask and lockdown advocates here the benefit of the doubt and assume that anybody capable of stringing a sentence together has enough brain function to know that these measures have always been known to be useless, in fact, there's very strong evidence they're harmful. They know this, so what are their motives for continuing to spread the myth? And why the ad hominem attacks on anyone questioning a narrative that's falling apart or even just repeating official data? It smacks of a desperate Custer's Last Stand by the bad actors who've been employed by shady organisations, unfortunately for them, they're left with blunt knives and damp squibs at a gunfight. Let's hope we can search the bodies for identification later.","Aloci9.... not waffling.... that is the reality. Had you have been further forward in your savings and mortgage criteria qualification 2, 3, or 4 years ago you would have realised your dream, bought your own house and now be in the same situation that thousands of people will find themselves. It is purely luck that means you were not ready 3 years ago. Or else you would be staring at losing your home too. I've seen it before. All the best.",0.020334037
50,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Let's give these mask and lockdown advocates here the benefit of the doubt and assume that anybody capable of stringing a sentence together has enough brain function to know that these measures have always been known to be useless, in fact, there's very strong evidence they're harmful. They know this, so what are their motives for continuing to spread the myth? And why the ad hominem attacks on anyone questioning a narrative that's falling apart or even just repeating official data? It smacks of a desperate Custer's Last Stand by the bad actors who've been employed by shady organisations, unfortunately for them, they're left with blunt knives and damp squibs at a gunfight. Let's hope we can search the bodies for identification later.","JAYG. Not luck, purposeful decision making! I was brought up not to take debt on in any form. And still are you telling me I should be ashamed that I'm happy mt savings are getting some returns?? I haven't said anything about other peoples positions, just I'm happy I'll finally see higher rates on my savings lol. And just to add, it was okay for people to be happy about the extortionate amount their houses were increasing every year! But I'm supposed to be ashamed of my savings!",0.040278729
51,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I went out to a restaurant the last Saturday in September and by the Wednesday I tested positive for Covid. Initially I thought it was reasonably mild, but then I got worse,so much worse. It went to my. Chest and Im still coughing uncontrollably and wheezing. Some people are very Ill with Covid, its not mild for everyone! I did not report it and my husband and older son are suffering too.","Andrew Bailey.... pretty much a Johnson pick and ""yes"" man who at the Treasury Select Committee last May largely refused to answer any questions on Brexit's and the NIP's impact on the UK's finance and economy. What do you expect from a guy with those credentials....miracles?",0.005445411
52,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Pfizer admitted that jabs were never tested to see if they stopped people catching covid. Covid tests are only 7% accurate because of all the false positives. Flu jabs can only be manufactured with the last variant of the flu and not the present mutation. A cold winter with orchestrated hikes in electricity and gas charges means people will die of the damp and the cold, especially as the NHS was deliberately taken apart so people can't get early treatment for most illnesses. They admitted that jabs have lowered people's immune systems with each shot (and of course they don't stop you catching and spreading covid), therefore leaving people at more risk if they take the jabs of catching anything that comes their way, especially if they are living in freezing conditions thanks to the Government who are making the excuse that it's the Ukraine war (it isn't, it's Agenda 21/30 Net Zero). Masks make people breathe back in their own bacteria and distancing stops immunity being build up.",Ive got no sympathy for those that over borrowed and now find themselves facing financial problems. I worked in a industry up until a couple of years ago that attracted individuals that had to have the latest iPhones and top spec cars. Zero sympathy. Ive always been frugal and dammed proud of that fact.,0.039668158
53,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I never believed Covid was more than a bad cold or flu, I spent ""lockdown"" acting normal, seeing people and hugging etc, never so much as had a sniffle in the 2 years. And I'm classed as vulnerable. Got 2 Covid vaccines and then BAM....hit by Covid. What does that tell you? Perhaps the vaccine gives you Covid to keep you believing it's real and dangerous.","Savers who are rubbing their hands will probably be disappointed. Safe investments like savings accounts rarely make a profit. Indeed, youll be lucky to get an interest rate that that breaks even with inflation. When money devalues, things get pricier. I bought a second-hand Cortina in 1975 and traded it in, a wreck, in 1980. I got more for the trade-in than in originally paid for it. Thats high inflation.",0.187773868
54,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Thanks for reporting on this DM. Deaths increasing too. People need to know. Government need to bring back free testing and masks for essential services. We also need HEPA filters for our kids classrooms as schools are a key driver of infections. In the meantime, wear a decent mask where appropriate (ffp2 minimum) and test before seeing anyone vulnerable.",Ive got no sympathy for those that over borrowed and now find themselves facing financial problems. I worked in a industry up until a couple of years ago that attracted individuals that had to have the latest iPhones and top spec cars. Zero sympathy. Ive always been frugal and dammed proud of that fact.,0.078699052
55,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Catsarrs, get another job, 'cos you are a complete failure at this shi//ing game. Your incompetent, repetitive posts are so obviously pushing an agenda for political reasons or financial gain, rather than having an opinion, it's laughable. No credibility and even less self respect, a truly dishonourable, dishonest and repulsive individual.","Savers who are rubbing their hands will probably be disappointed. Safe investments like savings accounts rarely make a profit. Indeed, youll be lucky to get an interest rate that that breaks even with inflation. When money devalues, things get pricier. I bought a second-hand Cortina in 1975 and traded it in, a wreck, in 1980. I got more for the trade-in than in originally paid for it. Thats high inflation.",0.063132279
56,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"This bl**dy Covid, if only we had a vaccine! Does anyone know what happened to the vaccine development? Last I heard all the big pharmaceutical company's were developing a vaccine at breakneck speed at a huge cost that they were going to rollout in record time to give to the whole world, I suppose they must have hit a dead end in the development stages, pity we don't have a functioning immune system that would deal with virus's, also on a similar note can anyone tell me what's happened to the common cold? with humans for thousands of years and now you never hear of it and for that matter influenza, something fishy is going on.","But public sector workers are demanding double digit pay rises. To help the public finances pay restraint is needed across the public sector. Either that we need to accept the govt has to cut public services to balance the books. Or stop overseas aid, stop spending on housing illegal immigrants and stop funding Ukraine. Tough choices indeed.",0.127487049
57,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"If vax was so important for 'fragile', over a 'certain age', why has it been so difficult to get boosters? My 88 year old parents live in Poole, no walkins, regected on line as their Surgery are supposed to be handling their jabs, but - guess what- they don't do Covid vaccines - what are they supposed to do? After all having the jab is supposed to help the NHS!","At the middle of last year I was weighing up how I saw the economy panning out, and I had been seeing a few warnings that the situation was going to be coming to head pretty soon. I had been on a tracker mortgage for 5 years and had been very lucky that interest rates had been very favourable. I decided that due to the state of things after COVID and other mitigating factors, this was not going to last, I remortgage in January this year at an unbelievable rate for 5 years, I am looking at the situation now and thinking it has been the single most important financial decision I have ever made. I really feel for people that are going to be struggling, as with the current rates I know for sure I would have been.",0.146067247
58,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"We only have to look at your user name let alone your posting history to see what an easily led, gullible idiot you are. The world is a complicated place and it's ok to admit that you can't understand all of it. People like you grasp at simple solutions to complicated issues in a desperate attempt to turn chaos into order. In this thread of comments I haven't been wrong once. Get over it.","Go onto a variable utility rate rather than on a new tariff. Turn your heat down. Wear a house coat. Use a slow cooker or pressure cooker. Turn off your tumble dryer. All that will keep your utility bills under control. If your mortgage is beyond your capability then perhaps you over borrowed. Lengthen your mortgage, take in a lodger, take a second job. Most of which I did in my 20s. IE help yourself.",0.045384683
59,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"STOP TESTING!!! You absolute IDIOTS!!! You are the ONLY people keeping this BS going!!! The inventor of the PCR test, Kary Mullis, said before he died that it was neither designed nor suitable for diagnostic use. It was made for analysis. Why? It's not suitable because it is too easy to manipulate. If you ampifly it enough cycles, it will find ANYTHING!!","It is actually incredible the Bank of England has had to step in to protect the UK from that actions of the UK's own Government. I mean just think about that for a moment. Anyway, not to worry - the pound can go to hell as far as the wealthy Tory elite are concerned. Wasnt Lord Snooty the clever one where, as Brexit Opportunities Minister (cough), he transferred hundreds of millions of Eton toff wealth offshore to Dublin via his private wealth investment company for safekeeping in euro. In public, Lord Snooty blames the EU, Remainers, the Markets and everyone else as he privately feathers his own nest. The British people have been taken for fools.as today Lord Snooty and his ilk literally win the lotto every time the markets short the pound. It's called sleight of hand and old Etonians are past masters at it. Honourable Gentlemen my buttocks.",0.046970937
60,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I've noticed more people wearing masks again, and I also noticed that people that have gotten all those jabs are the ones that constantly keep getting it too. I work in a primary school where you are probably more at risk because of the children spreading it. Never had it once and I've not had one jab either, while all the people who have gotten these jabs have caught it multiple times. It's literally another cold/flu virus, literally majority recover unless you are really unhealthy or have illnesses etc, stop with this BS again.","we need to stop with the handouts, it wasn't the reduction in the higher tax band that spooked the markets, it wasn't the lowering of the corporation tax that spooked them either, it wasn't even the 19% base rate, what did spook them though was the commitment to cap energy bill for 2 whole years, the 5p off fuel at the pumps the random winter handouts left right and center, for god's sake let the markets speak do not try to gag them",0.109812096
61,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Ooh fgs. I do not deny that covid exists BUT let's be honest.. from the start it's been massively over exaggerated. It mainly affects obese people, those with low immune systems and those with multiple health issues. Isn't that the same with ALL DISEASES?! Flu kills thousands each and every year but did we get 24/7 news coverage, billboards, government sponsored ads, propaganda, constant reminders to get multiple jabs, threat of job losses, threat of no entry to certain places? No we didn't. I absolutely despise the way the world went about covid and of course I think it was on purpose. We STILL haven't been told why or how it started yet we've got people queuing for their 5th jabs even though it doesn't stop you getting or spreading covid. Couldn't make it up.... or could you.....?!","I agree that the Energy Cap and hand-outs have had all sorts of ramifications that might not have been considered. In the case of the latter tens of billions is an awfully large amount of money to use to bolster Household spending. For me the really crazy bit is saying that inflation is 10% because of energy price increases whilst giving households up to 1,300 pounds towards their energy bill. For many people (including myself) inflation does not exist because the Government have given us more than the increase in our energy bill. As in the case of Furlough, eat-out and bounce back we are spending future tax income on needless stuff today. To my mind it is a recipe for disaster. It will be interesting to see how Germany fare when they throw 200 billion at their own energy problem this winter. At least the EU have the sense to hang fire and wait until 2024 before deciding what to do about the energy crisis (sarcasm).",0.315594614
62,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"@Roarke and the jabs almost killed my dad. 1 year ago he developed blood clots on his lungs not long after having his 2nd jab. I just wish they'd be truthful about the adverse affects of the (multiple) jabs. Why do you need 4 jabs in 12 months? It's utterly insane. Like I said I believe covid exists but I don't believe it affects anyone anymore than flu, pneumonia etc would - I'm not saying that's ok... I'm saying the world should not have shut down and everyone young and old should NOT have been threatened with job losses and coerced into having a newly developed jab..","The BofE haven't got a clue. You cant wait to the last minute to be reactive to solve a problem.. lenders give mortgages scrutinising affordability for the term considering a 3% increase in interest rates - to suddenly raise rates above 3% will inevitably put borrowers in a really difficult position - on its own you might be able to make it work - but throw in cost of living, energy and fuel increases at the same time and hard working people will struggle and suffer - and it's all avoidable.",0.126264319
63,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Experts who have correctly predicted the state of the pandemic in the past told MailOnline the current wave 'seems to have peaked'. Predicted it right, What the actual xxxx are these people on? 5000 would be dying a day we were told and even by inflating the figure to anyone dying of anything that could be blamed on COVID still didn't get us close to these numbers. Let's not even mention the utter nonsense spouted about Omicron that South Africa was telling us was a mild cold while we were being fed the second Armageddon. The whole thing was a major panic fest then and now at best is boring. Time to get back to normal and stop gripping on about it.","The problem is no one wants one. Labor certainly don't, who'd want to come into power while this shambles is going on and the Tory's don't it because they would probably become the third party in the UK behind the Libs. I think you've got two years to go before you have a say !!!!",0.093804739
64,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"The only tin foil hats are from the idiots waiting for curves to flatten and boosters to cure covid, boosters not even clinically tested - scores are stone dead from poison of which are brushed under the carpet, never to be spoken about - over a thousand excess deaths a week and it's like that all year - in any other situation there would be manslaughter against all the people involved, but because they are all powerful dictators they have immunity","What did you expect. Sanctions against russia for their actions in ukraine started in 2014. UK USA coalition insisted on energy sanctions forcing the withdraw of 40%+ of supply from a market that the uk relies on more than most. winter will be hard for all but germany for ex have filled over 85% of storage capacity fired up lignite stations and directly intervened by investing in hubs and privatisation. France too. Your economic model prevents direct regulation and if the market price of gas stays high when your bailout ends, then what ? another bailout.",0.149709404
65,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Tell us how the whole world is in on it? All 197 recognised countries are all coming together forgetting all passed difference to con 7 billion people, without any massive and I mean massive whistle blowers? Why didn't trump say it was a lie when he lost? He would have won the world over if he did but he didn't, in fact at one if his next rallies he was booed for saying get jabbed, yet you seem to forget those things. How will Switzerland feel when we have one currency, when they will be on the same standing as the Faroe Islands, remember one currency is one of your conspiracy fairytales. Let's guess, silence.","Still won't be good enough you dopes who are taking glee at the situation. I don't have a mortgage and have suffered miserly interest rates in my ISA's (1.5%), but as inflation was running at an average of 2-3% after the 2008 crash up to now I was only losing 0.5-1.5% on my cash. With inflation at 10%, and best rates at 4%, I'm losing 6% on my cash. And BoE is not going to raise rates to 10%. And then there's the second part. I've been lucky in housing. There are others who aren't so lucky - should I celebrate rates rising when there are good, hardworking families who will be out on their ear if this trajectory continues?",0.262936532
66,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Don't tell the idiots on here that. They'll come up with some witch doctor in Uzebickahnaya or their social media research proving you wrong. The fact that a EU research paper showed the vast majority per 100,000 with serious effects and hospitalised are not vaccinated are simply lying but their mate Ron up the pub knows much better.","What are you even talking about? Interest rates are up not just because of fuel prices but strong demand from consumers and supply chain bottlenecks that have been evident and have NOT abated since Brexit (31 January 2020) and the start of the pandemic. Also Higher interest rates mean people borrow less and spend less. So regardless of what's driving inflation, the economy tends to slow down as a result because companies cant put their prices up so quickly.",0.030451789
67,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Daughter has been in for 2 operations in the last 4 weeks at different hospitals. First one wanted an LFT test the night before uploaded to NHS website. Nobody checked wed even done a test. Yesterday, different hospital, not even bothered. More bothered about whether shed cross contaminated C.Diff from the first hospital. Where are these Covid infection stats even coming from?",So this is it Brexit where when we left Europe we would be better off how wrong where we we got a guy who sat back and watched the economy plummeted for months . Interest rates should have gone up months ago to save all this embarrassment and a useless government who are in turmoil. His announcement today that interest rates may rise I can see them going as high as the 80's and we be in a resection for years to come .,0.056023113
68,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,Why not focus on all the misfortunate people with cancer who were throwing on the scrap heap throughout that deliberately placed and released fiasco covid.And as to why every world leader is keeping quiet or fearful of asking the pharmaceutical companies shareholders why they won't release the cures for cancer.And don't be so ignorant to believe they haven't got the cures.Only unlike vaccines cures don't make money.And also focus on the true cause's of dementia that only started to go through the roof a decade after mobile phones were released.They did say at the time mobile phones were first on the market that it would be at least ten years before they would know if they could cause any problems where cancer was concerned.That ten years elapsed and it was dementia that went through the roof.,"Can anyone with financial expertise help? I understand the logic behind raising interest rates to curb inflation, although it seems like breaking the left arm to mend the right arm. If interest rates are high, we don't/can't borrow hence we don't spend. But that means money isn't spent and the economy comes to a halt. Anyway. Some experts say the current inflation we are experiencing isn't as a result of ""normal"" inflationary factors, namely COVID and the war. Those experts therefore argue raising interest rates won't therefore reduce inflation. If that's the case why is the BofE raising rates?",0.211073756
69,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,why are you still pushing this narrative? anybody with a brain cell now knows that this coming winter the unfortunate victims will be the ones who took the clot shot and now have a compromised immune system because of it. it's time for you (DM)to put an end this relentless propaganda as too many people are now awake and are no longer buying it. hopefully you in time to come you will pay a heavy price for your lies.,"Seriously - I'm gobsmacked at the economic illiteracy on show in this comments section. Inflation over the past few years c.2-3% average p.a. Best savings rates around 1.5%. So your cash loses 1.5% p.a. Not great, but whatever. Current inflation now 10%, best savings accounts rates 4%. So you're losing 6%, instead of 1.5% on your cash. Bailey is NOT going to raise rates to 10%. So your cash is losing more money than ever.",0.109365046
70,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"My Mum came back from holiday a few weeks ago - she was part of a pingdemic - someone at the airport hall had tested positive for Covid. She had a test and was clear. She had no symptoms. I won't fall for any more diktats from governments or those wanting more control and more self sacrificing from a very traumatised public. Enough. People need stability and politicans that just get on with the governing this country properly. And you have to ask - is there anyone sane, capable and normal to do it. Because there should be! It's been like the worst episodes of Dynasty, Dallas and Yes Prime Minister combined since that Blair got in. People just want peace, healing and tranquility. Clear off. Do not start any more trouble. People must campaign to stop any more attempts to shut UK plc down.",It is. The BoE use CPIH. You could argue the H part of it isn't weighted in a useful way. If they just set mortgage interest base rates based on HPI then it would make more sense but it would mean every mortgage product was nearly the same and that's anti competition.,0.019439885
71,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Ok so I had the first two jabs but didn't have the last one. I've just had Covid for the first time and it is NOT just a cold. I appreciate that many people have mild symptoms but I've been completely wiped out for two weeks straight and I still have a terrible cough, no appetite and it feels like I've swallowed sandpaper. I've got no energy, I can hardly get off the sofa. I have to get back to work next week and I honestly don't know how Im going to do it. Im 50 and in general good health. Im already booked in for my booster and I suggest you ignore the trolls on this site and do the same.","The bank of England, America, Australia and other western economies are aware of everything - everything is a lie. Covid, Net Zero the energy crisis war - it's all planned. See this is happening all over the west and it's not by coincidence. Blame K.l..aus Sc.hw.ab - and c.o.rr.u... pt governments",0.067901902
72,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Can I please say watch triple jabbed Doctor John Campbell. Especially his videos in last 2 weeks , think you might need to think again. Please look up pfjzers history and their admission this week to EU . Florida health report. Everyone is entitled to make axi formed decision but jf your not informed ? Ask yourself also why the main news and press has not covered the pfizer admission to EU the Texas health hearing the Florida health report , the Texas judge having to order the pfizer data release, The actual data , If your happy to have it then then I'm pleased you made the decision rhat is right for you , but trolls , anti vaxxers , covidiots , refusenjcks are all names that arexakin to the playground bullies that try to separate you from others so they can ridicule you. Remember the start the government told you that no short cuts on testing had happened and people were shamed into a jab to save NHS and Granny yet pfizers admission this week means it was a lie.","they must think we are all daft......rip-off energy bills creating inflation and the extreme capitalists making-up for their shortfall over lockdowns, .. instead of busting the energy bandits we get busted with rip-off bills and interest rate hikes....I'm not paying these obscene bills to anyone cos I'm not a servile mug.",0.203354016
73,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Please watch pfizers admission this week to EU hearing remembering also their history prior to pandemic was to have the largest ever fine in corporate history for falsifying test results . Look up Florjda health report from the last week finally watch tripple jabbed Dr John Campbell videos and you will see why he won't be having anymore but also notice he cannot tell you that , and how he gets his message across. Then that might make up your mind.",Here it is simply. Inflation has been caused by Govts irresponsibly printing huge amounts of money. 40 per cent of all money that's ever existed created 2020-2022. Not Ukraine. THIS has caused inflation. Now 2 choices. 1. Raise interest rates and we pay through mortgage costs. 2. Let inflation go unchecked and we pay through high costs exceeding wages. But make no mistake. We pay. For Govt and banks actions.,0.140351057
74,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Well said. If they try any of their totalitarian moves and want everyone locked down and flat-lining with stupid rules, they can think again. Our family and many others have had enough of government intrusion. Live in your own dystopian nightmare We've all woken up! Just dare to start any more problems for people. Remember there were parties, disproportionate repsonses and a chance for those socialist unmentionables to truly get rid of capitalism once and for all. Do not fall for it. They're always up to something. There's been a lull and they're hoping to ruin everyone and everything in perpetuity. They're not on. Stop em now.",So this is it Brexit where when we left Europe we would be better off how wrong where we we got a guy who sat back and watched the economy plummeted for months . Interest rates should have gone up months ago to save all this embarrassment and a useless government who are in turmoil. His announcement today that interest rates may rise I can see them going as high as the 80's and we be in a resection for years to come .,0.148085892
75,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,Covid - Cert.of Vax ID- was to get smart nanotec into everyone that will connect to the coming 5G 666 m.chip that will be your digital wallet. Advertised already. Agenda 2030. Why do uou think they are shutting down high street bank branches and putting everything online only. And no man can buy or sell... why do you think Pfizer VP admitted to the European Parliament that they never even tested whether the 'vaccine' stops Covid transmission.,"Can anyone with financial expertise help? I understand the logic behind raising interest rates to curb inflation, although it seems like breaking the left arm to mend the right arm. If interest rates are high, we don't/can't borrow hence we don't spend. But that means money isn't spent and the economy comes to a halt. Anyway. Some experts say the current inflation we are experiencing isn't as a result of ""normal"" inflationary factors, namely COVID and the war. Those experts therefore argue raising interest rates won't therefore reduce inflation. If that's the case why is the BofE raising rates?",0.161171034
76,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"As I write this I am on week two of, what I assume to be, 'flu. My husband and son have had it too. They're on the road to recovery whilst I'm lagging a bit, probably because I'm asthmatic. It never occurred to us it could be covid, because, well, it's supposed to be the same as a cold these days. All I know is it's knocked us for 6 and a lot of people seem to have it in our area at the moment. I'm pretty sure it's normal to get colds and 'flu with the change of seasons every year? Regardless, my husband and I had letters this week 'inviting' us to book our covid boosters. I think we'll pass on this round, thanks just the same. Our immune systems have been weakened by all the isolation and mask wearing, time to face some bugs and build them back up!","Seriously - I'm gobsmacked at the economic illiteracy on show in this comments section. Inflation over the past few years c.2-3% average p.a. Best savings rates around 1.5%. So your cash loses 1.5% p.a. Not great, but whatever. Current inflation now 10%, best savings accounts rates 4%. So you're losing 6%, instead of 1.5% on your cash. Bailey is NOT going to raise rates to 10%. So your cash is losing more money than ever.",0.120553285
77,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"COVID Vaccine Deaths: 1 in every 73 Vaccinated people had died by June 2022 compared to just 1 in every 172 Not-Vaccinated People BY THE EXPOS ON OCTOBER 12, 2022 According to official figures published by the UK Government institution, the Office for National Statistics (ONS), by the 1st of June 2022, 1 in every 73 Covid-19 vaccinated people in England had sadly died. But during the same time frame, only 1 in every 172 not-vaccinated people had sadly died. These are extremely concerning figures when coupled with the fact that mortality rates per 100,000 are significantly higher among the vaccinated and lowest among the not-vaccinated in every single age group, as confirmed by the same ONS figures.Table 9 of the dataset contains figures on Whole period counts of all registered deaths grouped by how many weeks after vaccination the deaths occurred; for deaths involving COVID-19 and deaths not involving COVID-19, deaths occurring between 1 January 2021 and 31 May 2022, England.",It is. The BoE use CPIH. You could argue the H part of it isn't weighted in a useful way. If they just set mortgage interest base rates based on HPI then it would make more sense but it would mean every mortgage product was nearly the same and that's anti competition.,0.03069739
78,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"MissDirection Oh how I wish they were,Read the the arlicle whilst I weep According to the Office for National Statistics, there were 109,891 deaths among people considered unvaccinated between 1st January 2021 and 31st May 2022. This is already a huge difference, but of course, we need to take into account the number of people who have been vaccinated compared to the number of people not vaccinated. The following table is taken from page 65 of the UK Health Security Agencys week 27 Weekly national Influenza and COVID-19 surveillance report, and shows vaccine uptake in England by age","The bank of England, America, Australia and other western economies are aware of everything - everything is a lie. Covid, Net Zero the energy crisis war - it's all planned. See this is happening all over the west and it's not by coincidence. Blame K.l..aus Sc.hw.ab - and c.o.rr.u... pt governments",0.257035851
79,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"UKHSA 7/7/ 22 63.4 MIL eligible for jab 44 5 MIL had a jab 18.9 MIL had no jab you are suggesting another 10 mil had first jab in around last 90 odd days , don't think so ONS stats 1/4/22- 31/5/22 61 day period Table 8 DEATH by COVID by jab status add them up 5,222 jabbed , 406 unjabbed as a comparison flu in a good year kills 27 a day NHS figures yet over those 61 day period April may 22, 86 jabbed died each day of covid compared to 6 a day unjabbed 86 a day out of 44.5 mil 6 out of 18.9 mil now you might think jab is worth it but I do not see how you coukd conclude that from those figures. Then Florida health reporting this week a 84 % increase in heart attacks in men under 40 from the jab , then just Monday pfizer admitting to EU that it had not done all the tests. Great just great , you line up mate , I won't be.","they must think we are all daft......rip-off energy bills creating inflation and the extreme capitalists making-up for their shortfall over lockdowns, .. instead of busting the energy bandits we get busted with rip-off bills and interest rate hikes....I'm not paying these obscene bills to anyone cos I'm not a servile mug.",0.079739273
80,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"If the government truly cared about us they would ban tobacco and alcohol, they would mandate a vegan diet and intermittent fasting, they would ban wheat, grains, oats, salt, sugar, potatoes, fruit and caffeine. They won't because they are all in on it, the fact that meat and sugar are still legally available for consumption tells me the farmers and food industry are all working with the government and big pharma to bump us all off.",Here it is simply. Inflation has been caused by Govts irresponsibly printing huge amounts of money. 40 per cent of all money that's ever existed created 2020-2022. Not Ukraine. THIS has caused inflation. Now 2 choices. 1. Raise interest rates and we pay through mortgage costs. 2. Let inflation go unchecked and we pay through high costs exceeding wages. But make no mistake. We pay. For Govt and banks actions.,0.156203911
81,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Now sack that embarrassment of an extremely unhealthy health Secretary! A heavy smoking, drinking obese woman hardly sets a good example to the young! Give the nurses an inflation busting pay rise and fund it by cutting the number of MPs in half, closing the subsidised bars in parliament, scrapping the House of Lords, moving many of the government ministries out of London to cheaper areas of the country and selling off the expensive real estate they occupied in London. We need and value our nurses! If anyone should leave their employment, it's this unhealthy, arrogant oaf!","Wait.... so 2x people on c.50k each - decent jobs by all accounts, probably skilled trade or degree-educated - who could afford mortgage c.400k (not particularly a mansion) should have selected a house on the local ex-council estate for 200k instead? What's your logic?",0.25344485
